序號,說明,會計科目,項目,傳票,金額,當期日,月份,借/貸,發票,發票日期,種類,狀態,
4005,1月份業務支出 ,1261,685,WF20200131001,475.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4006,1月份業務支出 ,1261,686,WF20200131001,475.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4007,1月份業務支出 ,6123,687,WF20200131001,24.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4008,1月份業務支出 ,6123,688,WF20200131001,24.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4009,1月份業務支出 ,2171,689,WF20200131001,499.00,2020/1/31 上午 12:00:00,1,2,,,2,0,
4010,1月份業務支出 ,2171,690,WF20200131001,499.00,2020/1/31 上午 12:00:00,1,2,,,2,0,
4011,2月份郵電費,6116,691,WF20200131002,643.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4012,2月份郵電費,6116,692,WF20200131002,643.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4013,2月份郵電費,6123,693,WF20200131002,32.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4014,2月份郵電費,6123,694,WF20200131002,32.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4015,2月份郵電費,2171,695,WF20200131002,675.00,2020/1/31 上午 12:00:00,1,2,,,2,0,
4016,2月份郵電費,2171,696,WF20200131002,675.00,2020/1/31 上午 12:00:00,1,2,,,2,0,
4017,1月份薪資支出,6111,697,WF20200131003,31937.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4018,1月份勞健保,1281,698,WF20200131003,2328.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4019,1月份公司勞保,6120,699,WF20200131003,2474.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4020,1月份業務支出 ,6111,700,WF20200131003,475.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4021,1月份業務支出 ,1261,701,WF20200131003,475.00,2020/1/31 上午 12:00:00,1,2,,,2,0,
4022,1月份勞健保,2171,702,WF20200131003,2328.00,2020/1/31 上午 12:00:00,1,2,,,2,0,
4023,1月份薪資支出,2191,703,WF20200131003,34265.00,2020/1/31 上午 12:00:00,1,2,,,2,0,
4024,預付投資、最新消息媒體費,6134,704,WF20200131004,775.00,2020/1/31 上午 12:00:00,1,1,,,2,0,
4025,預付投資、最新消息媒體費,1262,705,WF20200131004,775.00,2020/1/31 上午 12:00:00,1,2,,,2,0,
4026,2月份辦公費用,6112,706,WF20200201001,500.00,2020/2/1 上午 12:00:00,2,1,,,2,0,
4027,2月份辦公費用,6112,707,WF20200201001,500.00,2020/2/1 上午 12:00:00,2,1,,,2,0,
4028,2月份辦公費用,1262,708,WF20200201001,500.00,2020/2/1 上午 12:00:00,2,2,,,2,0,
4029,2月份辦公費用,1262,709,WF20200201001,500.00,2020/2/1 上午 12:00:00,2,2,,,2,0,
4030,加油,6114,0,WF20200202001,130.00,2020/2/2 上午 12:00:00,2,1,YB22993943,,2,0,
4031,加油,6114,1,WF20200202001,130.00,2020/2/2 上午 12:00:00,2,1,YB22993943,,2,0,
4032,加油,6123,2,WF20200202001,7.00,2020/2/2 上午 12:00:00,2,1,YB22993943,,2,0,
4033,加油,6123,3,WF20200202001,7.00,2020/2/2 上午 12:00:00,2,1,YB22993943,,2,0,
4034,加油,1113,4,WF20200202001,137.00,2020/2/2 上午 12:00:00,2,2,YB22993943,,2,0,
4035,加油,1113,5,WF20200202001,137.00,2020/2/2 上午 12:00:00,2,2,YB22993943,,2,0,
4036,預付109年3月租金,1262,710,WF20200209001,500.00,2020/2/9 上午 12:00:00,2,1,,,2,0,
4037,預付109年3月租金,1262,711,WF20200209001,500.00,2020/2/9 上午 12:00:00,2,1,,,2,0,
4038,預付109年3月租金,1113,712,WF20200209001,500.00,2020/2/9 上午 12:00:00,2,2,,,2,0,
4039,預付109年3月租金,1113,713,WF20200209001,500.00,2020/2/9 上午 12:00:00,2,2,,,2,0,
4040,109年1月份薪資,2191,714,WF20200210001,34265.00,2020/2/10 上午 12:00:00,2,1,,,2,0,
4041,109年1月份薪資,2171,715,WF20200210001,2328.00,2020/2/10 上午 12:00:00,2,1,,,2,0,
4043,109年1月份薪資,6111,717,WF20200210001,2328.00,2020/2/10 上午 12:00:00,2,1,,,2,0,
4042,109年1月份薪資,1113,716,WF20200210001,36593.00,2020/2/10 上午 12:00:00,2,2,,,2,0,
4044,109年1月份薪資,1281,718,WF20200210001,2328.00,2020/2/10 上午 12:00:00,2,2,,,2,0,
4045,加油,6114,0,WF20200210002,124.00,2020/2/10 上午 12:00:00,2,1,YB22994095,,2,0,
4046,加油,6114,1,WF20200210002,124.00,2020/2/10 上午 12:00:00,2,1,YB22994095,,2,0,
4047,加油,6123,2,WF20200210002,6.00,2020/2/10 上午 12:00:00,2,1,YB22994095,,2,0,
4048,加油,6123,3,WF20200210002,6.00,2020/2/10 上午 12:00:00,2,1,YB22994095,,2,0,
4049,加油,1113,4,WF20200210002,130.00,2020/2/10 上午 12:00:00,2,2,YB22994095,,2,0,
4050,加油,1113,5,WF20200210002,130.00,2020/2/10 上午 12:00:00,2,2,YB22994095,,2,0,
4051,1.2m充電傳輸、DVD-R 10入,1239,0,WF20200214001,112.00,2020/2/14 上午 12:00:00,2,1,YA40506518,,2,0,
4052,1.2m充電傳輸、DVD-R 10入,1239,1,WF20200214001,112.00,2020/2/14 上午 12:00:00,2,1,YA40506518,,2,0,
4053,1.2m充電傳輸、DVD-R 10入,6123,2,WF20200214001,6.00,2020/2/14 上午 12:00:00,2,1,YA40506518,,2,0,
4054,1.2m充電傳輸、DVD-R 10入,6123,3,WF20200214001,6.00,2020/2/14 上午 12:00:00,2,1,YA40506518,,2,0,
4055,1.2m充電傳輸、DVD-R 10入,1113,4,WF20200214001,118.00,2020/2/14 上午 12:00:00,2,2,YA40506518,,2,0,
4056,1.2m充電傳輸、DVD-R 10入,1113,5,WF20200214001,118.00,2020/2/14 上午 12:00:00,2,2,YA40506518,,2,0,
4057,2月份郵電費,2171,3,WF20200214002,675.00,2020/2/14 上午 12:00:00,2,1,,,0,0,
4058,2月份郵電費,1113,0,WF20200214002,675.00,2020/2/14 上午 12:00:00,2,2,YC39737030,,2,0,
4059,2月份郵電費,1113,1,WF20200214002,675.00,2020/2/14 上午 12:00:00,2,2,YC39737030,,2,0,
4060,工業局審查文件 ,6134,719,WF20200217001,92.00,2020/2/17 上午 12:00:00,2,1,,,2,0,
4061,工業局審查文件 ,6134,720,WF20200217001,92.00,2020/2/17 上午 12:00:00,2,1,,,2,0,
4062,工業局審查文件 ,1113,721,WF20200217001,92.00,2020/2/17 上午 12:00:00,2,2,,,2,0,
4063,工業局審查文件 ,1113,722,WF20200217001,92.00,2020/2/17 上午 12:00:00,2,2,,,2,0,
4064,加油,6114,0,WF20200219001,122.00,2020/2/19 上午 12:00:00,2,1,XV00713748,,2,0,
4065,加油,6114,1,WF20200219001,122.00,2020/2/19 上午 12:00:00,2,1,XV00713748,,2,0,
4066,加油,6123,2,WF20200219001,6.00,2020/2/19 上午 12:00:00,2,1,XV00713748,,2,0,
4067,加油,6123,3,WF20200219001,6.00,2020/2/19 上午 12:00:00,2,1,XV00713748,,2,0,
4068,加油,1113,4,WF20200219001,128.00,2020/2/19 上午 12:00:00,2,2,XV00713748,,2,0,
4069,加油,1113,5,WF20200219001,128.00,2020/2/19 上午 12:00:00,2,2,XV00713748,,2,0,
4070,加油,6114,0,WF20200229001,128.00,2020/2/29 上午 12:00:00,2,1,YB22994438,,2,0,
4071,加油,6114,1,WF20200229001,128.00,2020/2/29 上午 12:00:00,2,1,YB22994438,,2,0,
4072,加油,6123,2,WF20200229001,6.00,2020/2/29 上午 12:00:00,2,1,YB22994438,,2,0,
4073,加油,6123,3,WF20200229001,6.00,2020/2/29 上午 12:00:00,2,1,YB22994438,,2,0,
4074,加油,1113,4,WF20200229001,134.00,2020/2/29 上午 12:00:00,2,2,YB22994438,,2,0,
4075,加油,1113,5,WF20200229001,134.00,2020/2/29 上午 12:00:00,2,2,YB22994438,,2,0,
4076,2月份業務支出,1261,723,WF20200229002,697.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
4077,2月份業務支出,1261,724,WF20200229002,697.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
4078,2月份業務支出,6123,725,WF20200229002,35.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
4079,2月份業務支出,6123,726,WF20200229002,35.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
4080,2月份業務支出,2171,727,WF20200229002,732.00,2020/2/29 上午 12:00:00,2,2,,,2,0,
4081,2月份業務支出,2171,728,WF20200229002,732.00,2020/2/29 上午 12:00:00,2,2,,,2,0,
4082,預付投資、最新消息媒體費,6134,729,WF20200229003,515.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
4083,預付投資、最新消息媒體費,1262,730,WF20200229003,515.00,2020/2/29 上午 12:00:00,2,2,,,2,0,
4084,2月份薪資支出,6111,731,WF20200229004,31775.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
4085,2月份勞健保,1281,732,WF20200229004,2328.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
