序號,說明,會計科目,項目,傳票,金額,當期日,月份,借/貸,發票,發票日期,種類,狀態,
2896,2月份郵電費,1113,1,WF20200214002,675.00,2020/2/14 上午 12:00:00,2,2,YC39737030,,2,0,
2897,工業局審查文件 ,6134,47,WF20200217001,92.00,2020/2/17 上午 12:00:00,2,1,,,2,0,
2898,工業局審查文件 ,6134,48,WF20200217001,92.00,2020/2/17 上午 12:00:00,2,1,,,2,0,
2899,工業局審查文件 ,1113,49,WF20200217001,92.00,2020/2/17 上午 12:00:00,2,2,,,2,0,
2900,工業局審查文件 ,1113,50,WF20200217001,92.00,2020/2/17 上午 12:00:00,2,2,,,2,0,
2901,加油,6114,0,WF20200219001,122.00,2020/2/19 上午 12:00:00,2,1,XV00713748,,2,0,
2902,加油,6114,1,WF20200219001,122.00,2020/2/19 上午 12:00:00,2,1,XV00713748,,2,0,
2903,加油,6123,2,WF20200219001,6.00,2020/2/19 上午 12:00:00,2,1,XV00713748,,2,0,
2904,加油,6123,3,WF20200219001,6.00,2020/2/19 上午 12:00:00,2,1,XV00713748,,2,0,
2905,加油,1113,4,WF20200219001,128.00,2020/2/19 上午 12:00:00,2,2,XV00713748,,2,0,
2906,加油,1113,5,WF20200219001,128.00,2020/2/19 上午 12:00:00,2,2,XV00713748,,2,0,
2907,加油,6114,0,WF20200229001,128.00,2020/2/29 上午 12:00:00,2,1,YB22994438,,2,0,
2908,加油,6114,1,WF20200229001,128.00,2020/2/29 上午 12:00:00,2,1,YB22994438,,2,0,
2909,加油,6123,2,WF20200229001,6.00,2020/2/29 上午 12:00:00,2,1,YB22994438,,2,0,
2910,加油,6123,3,WF20200229001,6.00,2020/2/29 上午 12:00:00,2,1,YB22994438,,2,0,
2911,加油,1113,4,WF20200229001,134.00,2020/2/29 上午 12:00:00,2,2,YB22994438,,2,0,
2912,加油,1113,5,WF20200229001,134.00,2020/2/29 上午 12:00:00,2,2,YB22994438,,2,0,
2913,2月份業務支出,1261,51,WF20200229002,697.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
2914,2月份業務支出,1261,52,WF20200229002,697.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
2915,2月份業務支出,6123,53,WF20200229002,35.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
2916,2月份業務支出,6123,54,WF20200229002,35.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
2917,2月份業務支出,2171,55,WF20200229002,732.00,2020/2/29 上午 12:00:00,2,2,,,2,0,
2918,2月份業務支出,2171,56,WF20200229002,732.00,2020/2/29 上午 12:00:00,2,2,,,2,0,
2919,預付投資、最新消息媒體費,6134,57,WF20200229003,515.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
2920,預付投資、最新消息媒體費,1262,58,WF20200229003,515.00,2020/2/29 上午 12:00:00,2,2,,,2,0,
2921,2月份薪資支出,6111,59,WF20200229004,31775.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
2922,2月份勞健保,1281,60,WF20200229004,2328.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
2923,2月份公司勞保,6120,61,WF20200229004,2474.00,2020/2/29 上午 12:00:00,2,1,,,2,0,
2924,2月份勞健保,2171,62,WF20200229004,2474.00,2020/2/29 上午 12:00:00,2,2,,,2,0,
2925,2月份薪資支出,2191,63,WF20200229004,34103.00,2020/2/29 上午 12:00:00,2,2,,,2,0,
