序號,傳票,日期,科目,描述,借/貸,金額,
32,WF20200415001,2020/4/15 上午 12:00:00,1113,4月份郵電費,2,677.00,
33,WF20200415002,2020/4/15 上午 12:00:00,1231,進貨,庫存牙膏8隻,62*4,1,248.00,
34,WF20200415002,2020/4/15 上午 12:00:00,3113,業主提供貨品,庫存牙膏8隻,62*6,155*2,2,248.00,
35,WF20200415003,2020/4/15 上午 12:00:00,5111,銷售2隻美白牙膏、2隻護理牙膏,1,248.00,
36,WF20200415003,2020/4/15 上午 12:00:00,1231,銷售2隻美白牙膏、2隻護理牙膏,2,248.00,
37,WF20200415004,2020/4/15 上午 12:00:00,1191,銷售2隻美白牙膏、2隻護理牙膏,1,410.00,
38,WF20200415004,2020/4/15 上午 12:00:00,4111,銷售2隻美白牙膏、2隻護理牙膏,2,410.00,
39,WF20200415005,2020/4/15 上午 12:00:00,6134,購買三聯式發票及二聯式發票,1,33.00,
40,WF20200415005,2020/4/15 上午 12:00:00,1113,購買三聯式發票及二聯式發票,2,33.00,
41,WF20200415006,2020/4/15 上午 12:00:00,5111,貨品寄送運費,1,70.00,
42,WF20200415006,2020/4/15 上午 12:00:00,1113,貨品寄送運費,2,70.00,
43,WF20200416001,2020/4/16 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,1,13544.00,
44,WF20200416001,2020/4/16 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,20.00,
45,WF20200416001,2020/4/16 上午 12:00:00,6123,透過損益按公允價值衡量之金融資產,1,40.00,
46,WF20200416001,2020/4/16 上午 12:00:00,7162,透過損益按公允價值衡量之金融資產,1,15547.00,
47,WF20200416001,2020/4/16 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,2,29151.00,
48,WF20200416002,2020/4/16 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,1,8465.00,
49,WF20200416002,2020/4/16 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,20.00,
50,WF20200416002,2020/4/16 上午 12:00:00,6123,透過損益按公允價值衡量之金融資產,1,25.00,
51,WF20200416002,2020/4/16 上午 12:00:00,7161,透過損益按公允價值衡量之金融資產,2,65.00,
52,WF20200416002,2020/4/16 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,2,8380.00,
53,WF20200416002,2020/4/16 上午 12:00:00,1122,透過損益按公允價值衡量之金融資產之評價調整,2,65.00,
54,WF20200416003,2020/4/16 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,1,42550.00,
55,WF20200416003,2020/4/16 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,60.00,
56,WF20200416003,2020/4/16 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,2,42610.00,
57,WF20200416004,2020/4/16 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,1,8510.00,
58,WF20200416004,2020/4/16 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,20.00,
59,WF20200416004,2020/4/16 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,2,8530.00,
60,WF20200416005,2020/4/16 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,1,34797.00,
61,WF20200416005,2020/4/16 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,49.00,
62,WF20200416005,2020/4/16 上午 12:00:00,7162,透過損益按公允價值衡量之金融資產,1,2.00,
63,WF20200416005,2020/4/16 上午 12:00:00,6123,透過損益按公允價值衡量之金融資產,1,104.00,
64,WF20200416005,2020/4/16 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,2,34750.00,
65,WF20200416005,2020/4/16 上午 12:00:00,1122,透過損益按公允價值衡量之金融資產之評價調整,2,202.00,
66,WF20200416006,2020/4/16 上午 12:00:00,1113,業主增資,1,40000.00,
67,WF20200416006,2020/4/16 上午 12:00:00,3113,業主增資,2,40000.00,
68,WF20200417001,2020/4/17 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,1,17165.00,
69,WF20200417001,2020/4/17 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,24.00,
70,WF20200417001,2020/4/17 上午 12:00:00,6123,透過損益按公允價值衡量之金融資產,1,51.00,
71,WF20200417001,2020/4/17 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,2,17020.00,
72,WF20200417001,2020/4/17 上午 12:00:00,7161,透過損益按公允價值衡量之金融資產,2,121.00,
73,WF20200417001,2020/4/17 上午 12:00:00,1122,透過損益按公允價值衡量之金融資產之評價調整,2,99.00,
74,WF20200417002,2020/4/17 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,1,34567.00,
75,WF20200417002,2020/4/17 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,49.00,
76,WF20200417002,2020/4/17 上午 12:00:00,6123,透過損益按公允價值衡量之金融資產,1,104.00,
77,WF20200417002,2020/4/17 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,2,34047.00,
78,WF20200417002,2020/4/17 上午 12:00:00,7161,透過損益按公允價值衡量之金融資產,2,471.00,
79,WF20200417002,2020/4/17 上午 12:00:00,1122,透過損益按公允價值衡量之金融資產之評價調整,2,202.00,
80,WF20200418001,2020/4/18 上午 12:00:00,1113,應收帳款入帳410,1,410.00,
81,WF20200418001,2020/4/18 上午 12:00:00,1191,應收帳款入帳410,2,410.00,
82,WF20200420001,2020/4/20 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,1,8590.00,
83,WF20200420001,2020/4/20 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,20.00,
84,WF20200420001,2020/4/20 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,2,8610.00,
85,WF20200422002,2020/4/22 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,1,24675.00,
86,WF20200422002,2020/4/22 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,35.00,
87,WF20200422002,2020/4/22 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,2,24710.00,
88,WF20200427001,2020/4/27 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,1,26135.00,
89,WF20200427001,2020/4/27 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,37.00,
90,WF20200427001,2020/4/27 上午 12:00:00,6123,透過損益按公允價值衡量之金融資產,1,78.00,
91,WF20200427001,2020/4/27 上午 12:00:00,1122,透過損益按公允價值衡量之金融資產之評價調整,2,152.00,
92,WF20200427001,2020/4/27 上午 12:00:00,7161,透過損益按公允價值衡量之金融資產,2,1425.00,
93,WF20200427001,2020/4/27 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,2,24673.00,
94,WF20200427002,2020/4/27 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,1,21300.00,
95,WF20200427002,2020/4/27 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,30.00,
96,WF20200427002,2020/4/27 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,2,21330.00,
97,WF20200427003,2020/4/27 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,1,6461.00,
98,WF20200427003,2020/4/27 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,20.00,
99,WF20200427003,2020/4/27 上午 12:00:00,6123,透過損益按公允價值衡量之金融資產,1,19.00,
100,WF20200427003,2020/4/27 上午 12:00:00,7162,透過損益按公允價值衡量之金融資產,2,141.00,
101,WF20200427003,2020/4/27 上午 12:00:00,1122,透過損益按公允價值衡量之金融資產之評價調整,2,59.00,
102,WF20200427003,2020/4/27 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,2,6300.00,
103,WF20200427004,2020/4/27 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,1,18850.00,
104,WF20200427004,2020/4/27 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,26.00,
105,WF20200427004,2020/4/27 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,2,18876.00,
106,WF20200428001,2020/4/28 上午 12:00:00,1113,透過損益按公允價值衡量之金融資產,1,8644.00,
107,WF20200428001,2020/4/28 上午 12:00:00,7243,透過損益按公允價值衡量之金融資產,1,20.00,
108,WF20200428001,2020/4/28 上午 12:00:00,6123,透過損益按公允價值衡量之金融資產,1,26.00,
109,WF20200428001,2020/4/28 上午 12:00:00,1122,透過損益按公允價值衡量之金融資產之評價調整,2,66.00,
110,WF20200428001,2020/4/28 上午 12:00:00,7162,透過損益按公允價值衡量之金融資產,2,34.00,
111,WF20200428001,2020/4/28 上午 12:00:00,1121,透過損益按公允價值衡量之金融資產,2,8590.00,
112,WF20200430001,2020/4/30 上午 12:00:00,6111,4月份薪資,1,31817.00,
113,WF20200430001,2020/4/30 上午 12:00:00,1281,4月份勞健保,1,2328.00,
114,WF20200430001,2020/4/30 上午 12:00:00,6120,4月份保險費,1,2474.00,
115,WF20200430001,2020/4/30 上午 12:00:00,1281,5月份業務支出,1,655.00,
116,WF20200430001,2020/4/30 上午 12:00:00,2171,4月份薪資,2,2474.00,
117,WF20200430001,2020/4/30 上午 12:00:00,2191,4月份薪資,2,34800.00,
118,WF20200430002,2020/4/30 上午 12:00:00,6134,SBIR遠距審查證明文件寄送,1,36.00,
119,WF20200430002,2020/4/30 上午 12:00:00,1113,SBIR遠距審查證明文件寄送,2,36.00,
