序號,會計編碼,日期,傳票編號,摘要,借方金額,貸方金額,發票號碼,收據,銷售人統編
43,1113,1070506,WF20180506001,office365商務版,,299 ,CM11441338,3,23525730
44,6114,1070506,WF20180506002,停車費-內政部公關聯誼,29 ,,CX40728187,3,9727209
45,6123,1070506,WF20180506002,停車費-內政部公關聯誼,1 ,,CX40728187,3,9727209
46,1113,1070506,WF20180506002,停車費-內政部公關聯誼,,30 ,CX40728187,3,9727209
47,6134,1070507,WF20180507001,購買發票,18 ,,,7,
48,1113,1070507,WF20180507001,購買發票,,18 ,,7,
49,6114,1070511,WF20180511001,加油,112 ,,DR19652657,3,98981766
50,6123,1070511,WF20180511001,加油,6 ,,DR19652657,3,98981766
51,1113,1070511,WF20180511001,加油,,118 ,DR19652657,3,98981766
52,1239,1070514,WF20180514001,電子零件盒之零件.螺母,95 ,,CM19240050,3,53557028
53,5162,1070514,WF20180514001,電子零件盒之零件.螺母,5 ,,CM19240050,3,53557028
54,1113,1070514,WF20180514001,電子零件盒之零件.螺母,,100 ,CM19240050,3,53557028
55,1239,1070514,WF20180514002,電子零件盒壓克力板*4,171 ,,DV47612424,3,25132909
56,5162,1070514,WF20180514002,電子零件盒壓克力板*4,9 ,,DV47612424,3,25132909
57,1113,1070514,WF20180514002,電子零件盒壓克力板*4,,180 ,DV47612424,3,25132909
58,1431,1070515,WF20180515001,Notebook 一台,14095 ,,,9,
59,6123,1070515,WF20180515001,Notebook 一台,705 ,,,9,
60,1113,1070515,WF20180515001,Notebook 一台,,14800 ,,9,
61,5153,1070516,WF20180516001,自動原子筆、壓克力刀,126 ,,DJ93312655,3,27240313
62,5162,1070516,WF20180516001,自動原子筆、壓克力刀,6 ,,DJ93312655,3,27240313
63,1113,1070516,WF20180516001,自動原子筆、壓克力刀,,132 ,DJ93312655,3,27240313
64,5155,1070516,WF20180516002,自動原子筆、壓克力刀,57 ,,DJ93312656,3,27240313
65,5162,1070516,WF20180516002,自動原子筆、壓克力刀,3 ,,DJ93312656,3,27240313
66,1113,1070516,WF20180516002,自動原子筆、壓克力刀,,60 ,DJ93312656,3,27240313
67,6113,1070520,WF20180520001,橡皮板印.專業滑鼠墊.筆,148 ,,CS84205018,3,12758009
68,6123,1070520,WF20180520001,橡皮板印.專業滑鼠墊.筆,7 ,,CS84205018,3,12758009
69,1113,1070520,WF20180520001,橡皮板印.專業滑鼠墊.筆,,155 ,CS84205018,3,12758009
70,1262,1070520,WF20180520002,個人辦公室6.7月份租金支出(2個月)-發票日期 5/20,1000 ,,,1,
71,1113,1070520,WF20180520002,個人辦公室6.7月份租金支出(2個月)-發票日期 5/20,,1000 ,,1,
72,6114,1070522,WF20180522001,加油,125 ,,DR19653513,3,98981766
73,6123,1070522,WF20180522001,稅捐,6 ,,DR19653513,3,98981766
74,1113,1070522,WF20180522001,加油,,131 ,DR19653513,3,98981766
75,1586,1070524,WF20180524001,電動零件組成器,853 ,,,9,
76,5162,1070524,WF20180524001,電動零件組成器,46 ,,,9,
77,5155,1070524,WF20180524001,電動零件組成器,60 ,,,9,
78,2171,1070524,WF20180524001,電動零件組成器-二聯換三聯,,959 ,,9,
79,6134,1070524,WF20180524002,遠傳攜碼中華手續費,112 ,,DZ82351328,3,26798190
80,6123,1070524,WF20180524002,遠傳攜碼中華手續費,5 ,,DZ82351328,3,26798190
81,1113,1070524,WF20180524002,遠傳攜碼中華手續費,,117 ,DZ82351328,3,26798190
82,6134,1070524,WF20180524003,票品證明單-融資文件申請,52 ,,,7,
83,1113,1070524,WF20180524003,票品證明單-融資文件申請,,52 ,,7,
84,6134,1070528,WF20180528001,信用查詢費(公司),286 ,,DQ93808878,3,999340
85,6123,1070528,WF20180528001,信用查詢費(公司),14 ,,DQ93808878,3,999340
86,1113,1070528,WF20180528001,信用查詢費(公司),,300 ,DQ93808878,3,999340
87,6134,1070530,WF20180530001,融資郵資費用,60 ,,,7,
88,1113,1070530,WF20180530001,融資郵資費用,,60 ,,7,
89,1284,1070530,WF20180530002,置物櫃保證金,100 ,,,7,
90,1113,1070530,WF20180530002,置物櫃保證金,,100 ,,7,
91,6114,1070530,WF20180530003,加油,144 ,,DH29116865,3,98981766
92,6123,1070530,WF20180530003,稅捐,7 ,,DH29116865,3,98981766
93,1113,1070530,WF20180530003,加油,,147 ,DH29116865,3,98981766
94,5124,1070530,WF20180530003,加油折讓,,4 ,DH29116865,3,98981766
95,6111,1070530,WF20180530004,一個員工-5月份,47950 ,,,2,
96,6120,1070530,WF20180530004,5月份公司勞保費用,1487 ,,,2,
97,1281,1070530,WF20180530004,員工勞健保,2050 ,,,2,
98,2191,1070530,WF20180530004,一個員工-5月份,,47950 ,,2,
99,2171,1070530,WF20180530004,5月份公司勞保費用、員工勞健保,,3537 ,,2,
100,5111,1070530,WF20180530005,yes123 5月份租金支出,1067 ,,,1,
101,1262,1070530,WF20180530005,yes123 5月份租金支出,,1067 ,,1,
102,6134,1070530,WF20180530006,電話費、網路費,720 ,,DL73228362,3,19683736
103,6123,1070530,WF20180530006,電話費、網路費,36 ,,DL73228362,3,19683736
104,1113,1070530,WF20180530006,電話費、網路費,,756 ,DL73228362,3,19683736
105,6112,1070530,WF20180530007,6月份辦公費用,500 ,,,1,
106,1262,1070530,WF20180530007,6月份辦公費用,,500 ,,1,
107,2171,1070601,WF20180601001,研發費用-開發設備-3年折舊-01月26日沖帳,6897 ,,,9,
108,1586,1070601,WF20180601001,研發費用-開發設備-3年折舊-01月26日沖帳,,6897 ,,9,
109,1586,1070601,WF20180601001,研發費用-開發設備-3年折舊-01月26日發票重新申請,6656 ,,CU0757018174,3,關務-6987
110,6123,1070601,WF20180601001,設備-稅捐--01月26日發票重新申請,332 ,,CU0757018174,3,關務-6987
111,1113,1070601,WF20180601001,研發費用-開發設備-3年折舊--01月26日發票重新申請,,6988 ,CU0757018174,3,關務-6987
112,5911,1070601,WF20180601002,研發設備申請公司發票-辦理費用,100 ,,,7,
113,1113,1070601,WF20180601002,研發設備申請公司發票-辦理費用,,100 ,,7,
114,6113,1070604,WF20180604001,樹脂、小美工刀、膠水,21 ,,DN57683613,3,80594953
115,6123,1070604,WF20180604001,樹脂、小美工刀、膠水,1 ,,DN57683613,3,80594953
116,1113,1070604,WF20180604001,樹脂、小美工刀、膠水,,22 ,DN57683613,3,80594953
117,1113,1070604,WF20180604002,WF20180515001 電腦設備原廠及商家建議退貨-無法換貨,14800 ,,,9,
118,6123,1070604,WF20180604002,WF20180515001 電腦設備原廠及商家建議退貨-無法換貨,,705 ,,9,
119,1431,1070604,WF20180604002,WF20180515001 電腦設備原廠及商家建議退貨-無法換貨,,14095 ,,9,
120,1431,1070604,WF20180604003,Notebook 一台,18000 ,,DJ90796752,3,27240313
121,6123,1070604,WF20180604003,Notebook 一台,900 ,,DJ90796752,3,27240313
122,1113,1070604,WF20180604003,Notebook 一台,,18900 ,DJ90796752,3,27240313
123,2191,1070605,WF20180605001,一個員工-5月份,47950 ,,,2,
124,2171,1070605,WF20180605001,5月份公司勞保費用,3537 ,,,2,
125,1113,1070605,WF20180605001,5月份員工薪水、單位給付勞健保,,51487 ,,2,
126,1113,1070605,WF20180605002,5月份員工勞健保代付完成,2050 ,,,2,
127,1281,1070605,WF20180605002,5月份員工勞健保代付完成,,2050 ,,2,
128,6114,1070606,WF20180606001,加油,153 ,,DH29117000,3,98981766
129,6123,1070606,WF20180606001,稅捐,7 ,,DH29117000,3,98981766
130,1113,1070606,WF20180606001,加油,,154 ,DH29117000,3,98981766
131,5124,1070606,WF20180606001,加油折讓,,6 ,DH29117000,3,98981766
132,1586,1070606,WF20180606002,正本發票重新寄送(03月01日)-研發設備卡,3974 ,,CU0757041223,3,關務-3974
133,6123,1070606,WF20180606002,正本發票重新寄送(03月01日)-研發設備卡,198 ,,CU0757041223,3,關務-3974
134,1113,1070606,WF20180606002,正本發票重新寄送(03月01日)-研發設備卡,,4172 ,CU0757041223,3,關務-3974
135,5911,1070606,WF20180606002,正本發票重新寄送(03月01日)-研發設備卡,100 ,,,7,
136,1113,1070606,WF20180606002,正本發票重新寄送(03月01日)-研發設備卡,,100 ,,7,
137,5152,1070606,WF20180606003,office365商務版,285 ,,CM11444943,3,23525730
138,5162,1070606,WF20180606003,office365商務版,14 ,,CM11444943,3,23525730
139,1113,1070606,WF20180606003,office365商務版,,299 ,CM11444943,3,23525730
140,1281,1070611,WF20180611001,副總5月份電話費-107/7/12繳費-轉帳代繳被取消-待電子發票,58 ,,,2,
141,2171,1070611,WF20180611001,副總5月份電話費-107/7/12繳費-轉帳代繳被取消-待電子發票,,58 ,,2,
142,6114,1070622,WF20180622001,台北-出差至一起創業交際會,19 ,,CX40752619,3,9727209
143,5162,1070622,WF20180622001,台北-出差至一起創業交際會,1 ,,CX40752619,3,9727209
144,1113,1070622,WF20180622001,台北-出差至一起創業交際會,,20 ,CX40752619,3,9727209
145,6134,1070625,WF20180625001,購買發票,18 ,,,7,
146,1113,1070625,WF20180625001,購買發票,,18 ,,7,
147,6114,1070625,WF20180625002,加油,164 ,,DH29117334,3,98981766
148,6123,1070625,WF20180625002,稅捐,8 ,,DH29117334,3,98981766
149,1113,1070625,WF20180625002,加油,,166 ,DH29117334,3,98981766
150,5124,1070625,WF20180625002,加油折讓,,6 ,DH29117334,3,98981766
151,6111,1070630,WF20180630001,一個員工-6月份,47543 ,,,2,
152,6120,1070630,WF20180630001,6月份公司勞保費用,1487 ,,,2,
153,1266,1070630,WF20180630001,員工的電話費,349 ,,,2,
154,1281,1070630,WF20180630001,員工勞健保,2050 ,,,2,
155,5156,1070630,WF20180630001,副總郵電費,58 ,,,2,
156,1281,1070630,WF20180630001,WF20180611001-郵電費,,58 ,,2,
157,2191,1070630,WF20180630001,一個員工-6月份,,47543 ,,2,
158,2171,1070630,WF20180630001,6月份公司勞保費用,,3886 ,,2,
159,6112,1070630,WF20180630002,7月份辦公費用,500 ,,,1,
160,1262,1070630,WF20180630002,7月份辦公費用,,500 ,,1,
161,5111,1070630,WF20180630003,yes123 6月份租金支出,1067 ,,,1,
162,1262,1070630,WF20180630003,yes123 6月份租金支出,,1067 ,,1,
163,6112,1070630,WF20180630004,1月發票-營所稅勾稽營業稅正常後-取得發票可入帳,9345 ,,YR07332828,3,28212547
164,6123,1070630,WF20180630004,1月發票-營所稅勾稽營業稅正常後-取得發票可入帳,900 ,,YR07332828,3,28212547
165,1262,1070630,WF20180630004,1月發票-營所稅勾稽營業稅正常後-取得發票可入帳,8655 ,,YR07332828,3,28212547
166,1113,1070630,WF20180630004,1月發票-營所稅勾稽營業稅正常後-取得發票可入帳,,18900 ,YR07332828,3,28212547
167,1266,1070630,WF20180630005,公司的adsl電路費年繳-6月,1900 ,,FH73086407,3,19683736
168,6134,1070630,WF20180630005,公司的adsl電路費年繳-6月,83 ,,FH73086407,3,19683736
169,6123,1070630,WF20180630005,公司的adsl電路費年繳-6月,99 ,,FH73086407,3,19683736
170,1113,1070630,WF20180630005,公司的adsl電路費年繳-6月,,2082 ,FH73086407,3,19683736
171,1113,1070630,WF20180630006,業主增資-蕭榮濱,80000 ,,,2,
172,3111,1070630,WF20180630006,業主增資-蕭榮濱,,80000 ,,2,
173,6111,1070630,WF20180630007,副總薪資補償金,609 ,,,2,
174,1113,1070630,WF20180630007,副總薪資補償金,,609 ,,2,
175,1113,1070630,WF20180630007,2-6月旅費-扺扣薪資,3349 ,,,9,
176,6111,1070630,WF20180630007,2-6月旅費-扺扣薪資,,3349 ,,9,
